p_id,p_id2,distance
4bh3,1mqm,0.387
4bh3,1mqn,0.385
4bh3,1qfu,0.369
4bh3,1rd8,0.338
4bh3,1ru7,0.809
4bh3,1rvt,0.319
4bh3,1rvx,0.917
4bh3,1rvz,0.750
4bh3,1ti8,0.141
4bh3,2fk0,0.134
4bh3,2hmg,0.402
4bh3,2ibx,0.077
4bh3,2viu,0.412
4bh3,2wr0,0.118
4bh3,2wr1,0.148
4bh3,2wr2,0.161
4bh3,2wr4,0.697
4bh3,2wr5,0.687
4bh3,2wr7,1.288
4bh3,2wrb,1.161
4bh3,2wrc,1.255
4bh3,2wrd,0.219
4bh3,2wre,0.219
4bh3,2wrf,0.438
4bh3,2wrg,0.290
4bh3,2wrh,0.374
4bh3,2yp2,0.518
4bh3,2yp3,0.484
4bh3,2yp4,0.504
4bh3,2yp5,0.498
4bh3,2yp7,0.452
4bh3,2yp8,0.436
4bh3,2yp9,0.445
4bh3,2ypg,0.449
4bh3,3al4,0.316
4bh3,3eyj,0.332
4bh3,3eyk,0.332
4bh3,3eym,0.420
4bh3,3fku,0.110
4bh3,3gbm,0.210
4bh3,3gbn,0.620
4bh3,3hmg,0.382
4bh3,3hto,0.326
4bh3,3htp,0.205
4bh3,3htq,0.322
4bh3,3htt,0.300
4bh3,3ku3,0.909
4bh3,3ku5,0.883
4bh3,3ku6,0.966
4bh3,3lzf,0.286
4bh3,3lzg,0.361
4bh3,3m5g,0.564
4bh3,3m5h,0.566
4bh3,3m5i,0.605
4bh3,3m5j,0.573
4bh3,3m6s,0.400
4bh3,3mlh,1.313
4bh3,3qqb,0.935
4bh3,3qqe,0.979
4bh3,3qqo,0.901
4bh3,3r2x,0.363
4bh3,3s11,0.228
4bh3,3s12,0.161
4bh3,3s13,0.654
4bh3,3sdy,0.560
4bh3,3sm5,1.142
4bh3,3ube,0.374
4bh3,3ubj,0.358
4bh3,3ubn,0.382
4bh3,3ubq,0.346
4bh3,3uyw,1.356
4bh3,3uyx,1.369
4bh3,3vun,0.402
4bh3,3znk,0.118
4bh3,3znl,0.141
4bh3,3znm,0.161
4bh3,3zp0,0.100
4bh3,3zp1,0.077
4bh3,3zp2,0.118
4bh3,3zp3,0.100
4bh3,3zp6,0.100
4bh3,3zpb,0.110
4bh3,3ztj,0.447
4bh3,4bgw,0.141
4bh3,4bgx,0.089
4bh3,4bgy,0.100
4bh3,4bgz,0.214
4bh3,4bh0,0.290
4bh3,4bh1,0.253
4bh3,4bh2,0.000
4bh3,4bh3,0.000
4bh4,1eo8,0.443
4bh4,1ha0,0.387
4bh4,1hgd,0.322
4bh4,1hge,0.322
4bh4,1hgf,0.417
4bh4,1hgg,0.363
4bh4,1hgh,0.363
4bh4,1hgi,0.355
4bh4,1hgj,0.371
4bh4,1jsd,0.588
4bh4,1jsh,0.587
4bh4,1jsi,0.603
4bh4,1jsm,0.341
4bh4,1jsn,0.332
4bh4,1jso,0.335
4bh4,1ken,0.436
4bh4,1mql,0.322
4bh4,1mqm,0.374
4bh4,1mqn,0.371
4bh4,1qfu,0.352
4bh4,1rd8,0.346
4bh4,1ru7,0.822
4bh4,1rvt,0.329
4bh4,1rvx,0.924
4bh4,1rvz,0.758
4bh4,1ti8,0.126
4bh4,2fk0,0.126
4bh4,2hmg,0.387
4bh4,2ibx,0.063
4bh4,2viu,0.397
4bh4,2wr0,0.134
4bh4,2wr1,0.161
4bh4,2wr2,0.167
4bh4,2wr4,0.699
4bh4,2wr5,0.688
4bh4,2wr7,1.277
4bh4,2wrb,1.152
4bh4,2wrc,1.247
4bh4,2wrd,0.224
4bh4,2wre,0.219
4bh4,2wrf,0.424
4bh4,2wrg,0.297
4bh4,2wrh,0.392
4bh4,2yp2,0.506
4bh4,2yp3,0.473
4bh4,2yp4,0.490
4bh4,2yp5,0.484
4bh4,2yp7,0.438
4bh4,2yp8,0.422
4bh4,2yp9,0.431
4bh4,2ypg,0.434
4bh4,3al4,0.307
4bh4,3eyj,0.316
4bh4,3eyk,0.319
4bh4,3eym,0.402
4bh4,3fku,0.100
4bh4,3gbm,0.184
4bh4,3gbn,0.742
4bh4,3hmg,0.369
4bh4,3hto,0.341
4bh4,3htp,0.214
4bh4,3htq,0.338
4bh4,3htt,0.313
4bh4,3ku3,0.894
4bh4,3ku5,0.869
4bh4,3ku6,0.953
4bh4,3lzf,0.290
4bh4,3lzg,0.352
4bh4,3m5g,0.550
4bh4,3m5h,0.550
4bh4,3m5i,0.588
4bh4,3m5j,0.557
4bh4,3m6s,0.390
4bh4,3mlh,1.302
4bh4,3qqb,0.920
4bh4,3qqe,0.964
4bh4,3qqo,0.892
4bh4,3r2x,0.371
4bh4,3s11,0.228
4bh4,3s12,0.155
4bh4,3s13,0.643
4bh4,3sdy,0.544
4bh4,3sm5,1.161
4bh4,3ube,0.371
4bh4,3ubj,0.352
4bh4,3ubn,0.377
4bh4,3ubq,0.341
4bh4,3uyw,1.345
4bh4,3uyx,1.360
4bh4,3vun,0.387
4bh4,3znk,0.110
4bh4,3znl,0.126
4bh4,3znm,0.148
4bh4,3zp0,0.077
4bh4,3zp1,0.063
4bh4,3zp2,0.100
4bh4,3zp3,0.089
4bh4,3zp6,0.089
4bh4,3zpb,0.100
4bh4,3ztj,0.434
4bh4,4bgw,0.126
4bh4,4bgx,0.077
4bh4,4bgy,0.089
4bh4,4bgz,0.228
4bh4,4bh0,0.307
4bh4,4bh1,0.261
4bh4,4bh2,0.045
4bh4,4bh3,0.000
4bh4,4bh4,0.000
4bsa,1eo8,0.210
4bsa,1ha0,0.141
4bsa,1hgd,0.089
4bsa,1hge,0.089
4bsa,1hgf,0.184
4bsa,1hgg,0.126
4bsa,1hgh,0.126
4bsa,1hgi,0.118
4bsa,1hgj,0.134
4bsa,1jsd,0.361
4bsa,1jsh,0.358
4bsa,1jsi,0.377
4bsa,1jsm,0.454
4bsa,1jsn,0.445
4bsa,1jso,0.447
4bsa,1ken,0.190
4bsa,1mql,0.089
4bsa,1mqm,0.205
4bsa,1mqn,0.205
4bsa,1qfu,0.110
4bsa,1rd8,0.429
4bsa,1ru7,0.988
4bsa,1rvt,0.469
4bsa,1rvx,1.075
4bsa,1rvz,0.908
4bsa,1ti8,0.155
4bsa,2fk0,0.205
4bsa,2hmg,0.173
4bsa,2ibx,0.214
4bsa,2viu,0.155
4bsa,2wr0,0.349
4bsa,2wr1,0.369
4bsa,2wr2,0.346
4bsa,2wr4,0.769
4bsa,2wr5,0.754
4bsa,2wr7,1.138
4bsa,2wrb,0.998
4bsa,2wrc,1.105
4bsa,2wrd,0.385
4bsa,2wre,0.338
4bsa,2wrf,0.361
4bsa,2wrg,0.405
4bsa,2wrh,0.585
4bsa,2yp2,0.313
4bsa,2yp3,0.279
4bsa,2yp4,0.293
4bsa,2yp5,0.272
4bsa,2yp7,0.232
4bsa,2yp8,0.219
4bsa,2yp9,0.241
4bsa,2ypg,0.195
4bsa,3al4,0.210
4bsa,3eyj,0.126
4bsa,3eyk,0.118
4bsa,3eym,0.167
4bsa,3fku,0.214
4bsa,3gbm,0.349
4bsa,3gbn,0.955
4bsa,3hmg,0.134
4bsa,3hto,0.527
4bsa,3htp,0.405
4bsa,3htq,0.523
4bsa,3htt,0.500
4bsa,3ku3,0.727
4bsa,3ku5,0.700
4bsa,3ku6,0.785
4bsa,3lzf,0.363
4bsa,3lzg,0.224
4bsa,3m5g,0.310
4bsa,3m5h,0.313
4bsa,3m5i,0.352
4bsa,3m5j,0.322
4bsa,3m6s,0.261
4bsa,3mlh,1.166
4bsa,3qqb,0.752
4bsa,3qqe,0.789
4bsa,3qqo,0.709
4bsa,3r2x,0.436
4bsa,3s11,0.374
4bsa,3s12,0.237
4bsa,3s13,0.473
4bsa,3sdy,0.313
4bsa,3sm5,1.345
4bsa,3ube,0.329
4bsa,3ubj,0.293
4bsa,3ubn,0.335
4bsa,3ubq,0.276
4bsa,3uyw,1.227
4bsa,3uyx,1.240
4bsa,3vun,0.155
4bsa,3znk,0.155
4bsa,3znl,0.134
4bsa,3znm,0.118
4bsa,3zp0,0.184
4bsa,3zp1,0.232
4bsa,3zp2,0.179
4bsa,3zp3,0.214
4bsa,3zp6,0.184
4bsa,3zpb,0.179
4bsa,3ztj,0.195
4bsa,4bgw,0.141
4bsa,4bgx,0.190
4bsa,4bgy,0.179
4bsa,4bgz,0.465
4bsa,4bh0,0.562
4bsa,4bh1,0.486
4bsa,4bh2,0.283
4bsa,4bh3,0.268
4bsa,4bh4,0.253
4bsa,4bsa,0.000
4bsb,1eo8,0.190
4bsb,1ha0,0.118
4bsb,1hgd,0.063
4bsb,1hge,0.063
4bsb,1hgf,0.167
4bsb,1hgg,0.110
4bsb,1hgh,0.110
4bsb,1hgi,0.100
4bsb,1hgj,0.118
4bsb,1jsd,0.346
4bsb,1jsh,0.346
4bsb,1jsi,0.363
4bsb,1jsm,0.473
4bsb,1jsn,0.465
4bsb,1jso,0.467
4bsb,1ken,0.173
4bsb,1mql,0.077
4bsb,1mqm,0.228
4bsb,1mqn,0.219
4bsb,1qfu,0.089
4bsb,1rd8,0.447
4bsb,1ru7,0.994
4bsb,1rvt,0.488
4bsb,1rvx,1.077
4bsb,1rvz,0.910
4bsb,1ti8,0.167
4bsb,2fk0,0.224
4bsb,2hmg,0.155
4bsb,2ibx,0.228
4bsb,2viu,0.134
4bsb,2wr0,0.366
4bsb,2wr1,0.387
4bsb,2wr2,0.366
4bsb,2wr4,0.776
4bsb,2wr5,0.759
4bsb,2wr7,1.120
4bsb,2wrb,0.979
4bsb,2wrc,1.084
4bsb,2wrd,0.400
4bsb,2wre,0.352
4bsb,2wrf,0.355
4bsb,2wrg,0.424
4bsb,2wrh,0.608
4bsb,2yp2,0.310
4bsb,2yp3,0.279
4bsb,2yp4,0.290
4bsb,2yp5,0.268
4bsb,2yp7,0.228
4bsb,2yp8,0.214
4bsb,2yp9,0.241
4bsb,2ypg,0.179
4bsb,3al4,0.219
4bsb,3eyj,0.126
4bsb,3eyk,0.118
4bsb,3eym,0.148
4bsb,3fku,0.232
4bsb,3gbm,0.355
4bsb,3gbn,0.973
4bsb,3hmg,0.118
4bsb,3hto,0.548
4bsb,3htp,0.427
4bsb,3htq,0.546
4bsb,3htt,0.522
4bsb,3ku3,0.709
4bsb,3ku5,0.683
4bsb,3ku6,0.768
4bsb,3lzf,0.385
4bsb,3lzg,0.228
4bsb,3m5g,0.293
4bsb,3m5h,0.293
4bsb,3m5i,0.332
4bsb,3m5j,0.303
4bsb,3m6s,0.265
4bsb,3mlh,1.162
4bsb,3qqb,0.735
4bsb,3qqe,0.772
4bsb,3qqo,0.690
4bsb,3r2x,0.454
4bsb,3s11,0.395
4bsb,3s12,0.257
4bsb,3s13,0.465
4bsb,3sdy,0.297
4bsb,3sm5,1.353
4bsb,3ube,0.344
4bsb,3ubj,0.307
4bsb,3ubn,0.349
4bsb,3ubq,0.290
4bsb,3uyw,1.221
4bsb,3uyx,1.235
4bsb,3vun,0.134
4bsb,3znk,0.167
4bsb,3znl,0.148
4bsb,3znm,0.126
4bsb,3zp0,0.195
4bsb,3zp1,0.249
4bsb,3zp2,0.195
4bsb,3zp3,0.232
4bsb,3zp6,0.205
4bsb,3zpb,0.195
4bsb,3ztj,0.173
4bsb,4bgw,0.155
4bsb,4bgx,0.205
4bsb,4bgy,0.195
4bsb,4bgz,0.473
4bsb,4bh0,0.569
4bsb,4bh1,0.490
4bsb,4bh2,0.300
4bsb,4bh3,0.283
4bsb,4bh4,0.268
4bsb,4bsa,0.000
4bsb,4bsb,0.000
4bsc,1eo8,0.219
4bsc,1ha0,0.148
4bsc,1hgd,0.089
4bsc,1hge,0.089
4bsc,1hgf,0.190
4bsc,1hgg,0.134
4bsc,1hgh,0.134
4bsc,1hgi,0.126
4bsc,1hgj,0.141
4bsc,1jsd,0.366
4bsc,1jsh,0.363
4bsc,1jsi,0.382
4bsc,1jsm,0.456
4bsc,1jsn,0.447
4bsc,1jso,0.449
4bsc,1ken,0.200
4bsc,1mql,0.100
4bsc,1mqm,0.200
4bsc,1mqn,0.200
4bsc,1qfu,0.118
4bsc,1rd8,0.434
4bsc,1ru7,0.988
4bsc,1rvt,0.473
4bsc,1rvx,1.074
4bsc,1rvz,0.906
4bsc,1ti8,0.148
4bsc,2fk0,0.200
4bsc,2hmg,0.179
4bsc,2ibx,0.210
4bsc,2viu,0.161
4bsc,2wr0,0.346
4bsc,2wr1,0.366
4bsc,2wr2,0.346
4bsc,2wr4,0.773
4bsc,2wr5,0.756
4bsc,2wr7,1.135
4bsc,2wrb,0.996
4bsc,2wrc,1.100
4bsc,2wrd,0.379
4bsc,2wre,0.332
4bsc,2wrf,0.358
4bsc,2wrg,0.410
4bsc,2wrh,0.587
4bsc,2yp2,0.319
4bsc,2yp3,0.286
4bsc,2yp4,0.300
4bsc,2yp5,0.279
4bsc,2yp7,0.237
4bsc,2yp8,0.228
4bsc,2yp9,0.249
4bsc,2ypg,0.205
4bsc,3al4,0.214
4bsc,3eyj,0.134
4bsc,3eyk,0.118
4bsc,3eym,0.173
4bsc,3fku,0.214
4bsc,3gbm,0.352
4bsc,3gbn,0.978
4bsc,3hmg,0.141
4bsc,3hto,0.529
4bsc,3htp,0.405
4bsc,3htq,0.525
4bsc,3htt,0.500
4bsc,3ku3,0.731
4bsc,3ku5,0.704
4bsc,3ku6,0.790
4bsc,3lzf,0.366
4bsc,3lzg,0.228
4bsc,3m5g,0.319
4bsc,3m5h,0.319
4bsc,3m5i,0.355
4bsc,3m5j,0.329
4bsc,3m6s,0.265
4bsc,3mlh,1.170
4bsc,3qqb,0.756
4bsc,3qqe,0.792
4bsc,3qqo,0.713
4bsc,3r2x,0.440
4bsc,3s11,0.377
4bsc,3s12,0.237
4bsc,3s13,0.482
4bsc,3sdy,0.319
4bsc,3sm5,1.349
4bsc,3ube,0.335
4bsc,3ubj,0.297
4bsc,3ubn,0.341
4bsc,3ubq,0.279
4bsc,3uyw,1.228
4bsc,3uyx,1.243
4bsc,3vun,0.161
4bsc,3znk,0.148
4bsc,3znl,0.126
4bsc,3znm,0.110
4bsc,3zp0,0.179
4bsc,3zp1,0.228
4bsc,3zp2,0.173
4bsc,3zp3,0.210
4bsc,3zp6,0.184
4bsc,3zpb,0.173
4bsc,3ztj,0.200
4bsc,4bgw,0.134
4bsc,4bgx,0.184
4bsc,4bgy,0.173
4bsc,4bgz,0.460
4bsc,4bh0,0.559
4bsc,4bh1,0.482
4bsc,4bh2,0.279
4bsc,4bh3,0.265
4bsc,4bh4,0.249
4bsc,4bsa,0.000
4bsc,4bsb,0.000
4bsc,4bsc,0.000
4bsd,1eo8,0.200
4bsd,1ha0,0.134
4bsd,1hgd,0.077
4bsd,1hge,0.077
4bsd,1hgf,0.173
4bsd,1hgg,0.118
4bsd,1hgh,0.118
4bsd,1hgi,0.110
4bsd,1hgj,0.126
4bsd,1jsd,0.355
4bsd,1jsh,0.355
4bsd,1jsi,0.374
4bsd,1jsm,0.475
4bsd,1jsn,0.465
4bsd,1jso,0.467
4bsd,1ken,0.184
4bsd,1mql,0.077
4bsd,1mqm,0.210
4bsd,1mqn,0.205
4bsd,1qfu,0.100
4bsd,1rd8,0.449
4bsd,1ru7,0.998
4bsd,1rvt,0.488
4bsd,1rvx,1.082
4bsd,1rvz,0.913
4bsd,1ti8,0.167
4bsd,2fk0,0.219
4bsd,2hmg,0.155
4bsd,2ibx,0.228
4bsd,2viu,0.141
4bsd,2wr0,0.366
4bsd,2wr1,0.387
4bsd,2wr2,0.366
4bsd,2wr4,0.780
4bsd,2wr5,0.762
4bsd,2wr7,1.114
4bsd,2wrb,0.975
4bsd,2wrc,1.079
4bsd,2wrd,0.397
4bsd,2wre,0.349
4bsd,2wrf,0.346
4bsd,2wrg,0.427
4bsd,2wrh,0.605
4bsd,2yp2,0.316
4bsd,2yp3,0.286
4bsd,2yp4,0.297
4bsd,2yp5,0.276
4bsd,2yp7,0.237
4bsd,2yp8,0.224
4bsd,2yp9,0.249
4bsd,2ypg,0.184
4bsd,3al4,0.224
4bsd,3eyj,0.134
4bsd,3eyk,0.126
4bsd,3eym,0.155
4bsd,3fku,0.232
4bsd,3gbm,0.358
4bsd,3gbn,0.960
4bsd,3hmg,0.126
4bsd,3hto,0.546
4bsd,3htp,0.422
4bsd,3htq,0.542
4bsd,3htt,0.518
4bsd,3ku3,0.711
4bsd,3ku5,0.686
4bsd,3ku6,0.771
4bsd,3lzf,0.385
4bsd,3lzg,0.232
4bsd,3m5g,0.300
4bsd,3m5h,0.300
4bsd,3m5i,0.338
4bsd,3m5j,0.310
4bsd,3m6s,0.268
4bsd,3mlh,1.164
4bsd,3qqb,0.738
4bsd,3qqe,0.775
4bsd,3qqo,0.693
4bsd,3r2x,0.456
4bsd,3s11,0.392
4bsd,3s12,0.253
4bsd,3s13,0.475
4bsd,3sdy,0.307
4bsd,3sm5,1.350
4bsd,3ube,0.346
4bsd,3ubj,0.310
4bsd,3ubn,0.352
4bsd,3ubq,0.293
4bsd,3uyw,1.223
4bsd,3uyx,1.239
4bsd,3vun,0.141
4bsd,3znk,0.167
4bsd,3znl,0.141
4bsd,3znm,0.126
4bsd,3zp0,0.195
4bsd,3zp1,0.249
4bsd,3zp2,0.190
4bsd,3zp3,0.228
4bsd,3zp6,0.200
4bsd,3zpb,0.190
4bsd,3ztj,0.184
4bsd,4bgw,0.148
4bsd,4bgx,0.200
4bsd,4bgy,0.190
4bsd,4bgz,0.475
4bsd,4bh0,0.574
4bsd,4bh1,0.492
4bsd,4bh2,0.297
4bsd,4bh3,0.279
4bsd,4bh4,0.265
4bsd,4bsa,0.000
4bsd,4bsb,0.000
4bsd,4bsc,0.000
4bsd,4bsd,0.000
4bse,1eo8,0.219
4bse,1ha0,0.155
4bse,1hgd,0.100
4bse,1hge,0.100
4bse,1hgf,0.190
4bse,1hgg,0.134
4bse,1hgh,0.134
4bse,1hgi,0.126
4bse,1hgj,0.141
4bse,1jsd,0.382
4bse,1jsh,0.379
4bse,1jsi,0.397
4bse,1jsm,0.475
4bse,1jsn,0.465
4bse,1jso,0.467
4bse,1ken,0.205
4bse,1mql,0.089
4bse,1mqm,0.190
4bse,1mqn,0.190
4bse,1qfu,0.126
4bse,1rd8,0.449
4bse,1ru7,0.976
4bse,1rvt,0.482
4bse,1rvx,1.062
4bse,1rvz,0.892
4bse,1ti8,0.141
4bse,2fk0,0.214
4bse,2hmg,0.167
4bse,2ibx,0.210
4bse,2viu,0.167
4bse,2wr0,0.346
4bse,2wr1,0.369
4bse,2wr2,0.352
4bse,2wr4,0.773
4bse,2wr5,0.756
4bse,2wr7,1.136
4bse,2wrb,0.994
4bse,2wrc,1.099
4bse,2wrd,0.385
4bse,2wre,0.338
4bse,2wrf,0.349
4bse,2wrg,0.422
4bse,2wrh,0.587
4bse,2yp2,0.346
4bse,2yp3,0.313
4bse,2yp4,0.326
4bse,2yp5,0.307
4bse,2yp7,0.265
4bse,2yp8,0.253
4bse,2yp9,0.276
4bse,2ypg,0.205
4bse,3al4,0.241
4bse,3eyj,0.161
4bse,3eyk,0.148
4bse,3eym,0.179
4bse,3fku,0.219
4bse,3gbm,0.338
4bse,3gbn,0.980
4bse,3hmg,0.141
4bse,3hto,0.531
4bse,3htp,0.407
4bse,3htq,0.527
4bse,3htt,0.504
4bse,3ku3,0.725
4bse,3ku5,0.699
4bse,3ku6,0.785
4bse,3lzf,0.385
4bse,3lzg,0.253
4bse,3m5g,0.322
4bse,3m5h,0.326
4bse,3m5i,0.363
4bse,3m5j,0.335
4bse,3m6s,0.290
4bse,3mlh,1.171
4bse,3qqb,0.752
4bse,3qqe,0.790
4bse,3qqo,0.710
4bse,3r2x,0.458
4bse,3s11,0.387
4bse,3s12,0.249
4bse,3s13,0.486
4bse,3sdy,0.329
4bse,3sm5,1.330
4bse,3ube,0.361
4bse,3ubj,0.326
4bse,3ubn,0.366
4bse,3ubq,0.307
4bse,3uyw,1.232
4bse,3uyx,1.244
4bse,3vun,0.161
4bse,3znk,0.148
4bse,3znl,0.126
4bse,3znm,0.110
4bse,3zp0,0.173
4bse,3zp1,0.232
4bse,3zp2,0.179
4bse,3zp3,0.214
4bse,3zp6,0.184
4bse,3zpb,0.179
4bse,3ztj,0.205
4bse,4bgw,0.134
4bse,4bgx,0.179
4bse,4bgy,0.173
4bse,4bgz,0.445
4bse,4bh0,0.544
4bse,4bh1,0.463
4bse,4bh2,0.272
4bse,4bh3,0.257
4bse,4bh4,0.241
4bse,4bsa,0.045
4bse,4bsb,0.045
4bse,4bsc,0.045
4bse,4bsd,0.000
4bse,4bse,0.000
4bsf,1eo8,0.184
4bsf,1ha0,0.118
4bsf,1hgd,0.077
4bsf,1hge,0.077
4bsf,1hgf,0.161
4bsf,1hgg,0.110
4bsf,1hgh,0.100
4bsf,1hgi,0.100
4bsf,1hgj,0.110
4bsf,1jsd,0.358
4bsf,1jsh,0.358
4bsf,1jsi,0.377
4bsf,1jsm,0.508
4bsf,1jsn,0.498
4bsf,1jso,0.500
4bsf,1ken,0.173
4bsf,1mql,0.063
4bsf,1mqm,0.232
4bsf,1mqn,0.224
4bsf,1qfu,0.100
4bsf,1rd8,0.484
4bsf,1ru7,1.021
4bsf,1rvt,0.523
4bsf,1rvx,1.098
4bsf,1rvz,0.932
4bsf,1ti8,0.179
4bsf,2fk0,0.245
4bsf,2hmg,0.134
4bsf,2ibx,0.241
4bsf,2viu,0.134
4bsf,2wr0,0.385
4bsf,2wr1,0.412
4bsf,2wr2,0.392
4bsf,2wr4,0.797
4bsf,2wr5,0.778
4bsf,2wr7,1.080
4bsf,2wrb,0.944
4bsf,2wrc,1.044
4bsf,2wrd,0.417
4bsf,2wre,0.363
4bsf,2wrf,0.341
4bsf,2wrg,0.463
4bsf,2wrh,0.643
4bsf,2yp2,0.335
4bsf,2yp3,0.303
4bsf,2yp4,0.313
4bsf,2yp5,0.290
4bsf,2yp7,0.249
4bsf,2yp8,0.241
4bsf,2yp9,0.268
4bsf,2ypg,0.173
4bsf,3al4,0.253
4bsf,3eyj,0.155
4bsf,3eyk,0.141
4bsf,3eym,0.148
4bsf,3fku,0.253
4bsf,3gbm,0.371
4bsf,3gbn,1.000
4bsf,3hmg,0.110
4bsf,3hto,0.581
4bsf,3htp,0.454
4bsf,3htq,0.578
4bsf,3htt,0.553
4bsf,3ku3,0.690
4bsf,3ku5,0.663
4bsf,3ku6,0.747
4bsf,3lzf,0.420
4bsf,3lzg,0.261
4bsf,3m5g,0.293
4bsf,3m5h,0.293
4bsf,3m5i,0.332
4bsf,3m5j,0.300
4bsf,3m6s,0.293
4bsf,3mlh,1.152
4bsf,3qqb,0.716
4bsf,3qqe,0.754
4bsf,3qqo,0.671
4bsf,3r2x,0.492
4bsf,3s11,0.422
4bsf,3s12,0.283
4bsf,3s13,0.480
4bsf,3sdy,0.300
4bsf,3sm5,1.369
4bsf,3ube,0.379
4bsf,3ubj,0.341
4bsf,3ubn,0.385
4bsf,3ubq,0.322
4bsf,3uyw,1.203
4bsf,3uyx,1.226
4bsf,3vun,0.134
4bsf,3znk,0.179
4bsf,3znl,0.155
4bsf,3znm,0.134
4bsf,3zp0,0.205
4bsf,3zp1,0.268
4bsf,3zp2,0.210
4bsf,3zp3,0.249
4bsf,3zp6,0.219
4bsf,3zpb,0.210
4bsf,3ztj,0.173
4bsf,4bgw,0.161
4bsf,4bgx,0.214
4bsf,4bgy,0.205
4bsf,4bgz,0.482
4bsf,4bh0,0.581
4bsf,4bh1,0.494
4bsf,4bh2,0.310
4bsf,4bh3,0.293
4bsf,4bh4,0.279
4bsf,4bsa,0.045
4bsf,4bsb,0.045
4bsf,4bsc,0.045
4bsf,4bsd,0.045
4bsf,4bse,0.045
4bsf,4bsf,0.000
4bsg,1eo8,0.228
4bsg,1ha0,0.161
4bsg,1hgd,0.110
4bsg,1hge,0.110
4bsg,1hgf,0.200
4bsg,1hgg,0.148
4bsg,1hgh,0.148
4bsg,1hgi,0.141
4bsg,1hgj,0.155
4bsg,1jsd,0.387
4bsg,1jsh,0.385
4bsg,1jsi,0.402
4bsg,1jsm,0.467
4bsg,1jsn,0.456
4bsg,1jso,0.458
4bsg,1ken,0.214
4bsg,1mql,0.100
4bsg,1mqm,0.210
4bsg,1mqn,0.210
4bsg,1qfu,0.134
4bsg,1rd8,0.443
4bsg,1ru7,0.955
4bsg,1rvt,0.475
4bsg,1rvx,1.041
4bsg,1rvz,0.872
4bsg,1ti8,0.134
4bsg,2fk0,0.200
4bsg,2hmg,0.179
4bsg,2ibx,0.195
4bsg,2viu,0.173
4bsg,2wr0,0.335
4bsg,2wr1,0.358
4bsg,2wr2,0.341
4bsg,2wr4,0.769
4bsg,2wr5,0.751
4bsg,2wr7,1.141
4bsg,2wrb,1.004
4bsg,2wrc,1.105
4bsg,2wrd,0.371
4bsg,2wre,0.322
4bsg,2wrf,0.361
4bsg,2wrg,0.415
4bsg,2wrh,0.581
4bsg,2yp2,0.346
4bsg,2yp3,0.313
4bsg,2yp4,0.326
4bsg,2yp5,0.310
4bsg,2yp7,0.265
4bsg,2yp8,0.257
4bsg,2yp9,0.276
4bsg,2ypg,0.214
4bsg,3al4,0.232
4bsg,3eyj,0.161
4bsg,3eyk,0.148
4bsg,3eym,0.190
4bsg,3fku,0.210
4bsg,3gbm,0.352
4bsg,3gbn,0.951
4bsg,3hmg,0.155
4bsg,3hto,0.523
4bsg,3htp,0.397
4bsg,3htq,0.520
4bsg,3htt,0.496
4bsg,3ku3,0.740
4bsg,3ku5,0.713
4bsg,3ku6,0.799
4bsg,3lzf,0.374
4bsg,3lzg,0.249
4bsg,3m5g,0.335
4bsg,3m5h,0.335
4bsg,3m5i,0.371
4bsg,3m5j,0.344
4bsg,3m6s,0.286
4bsg,3mlh,1.187
4bsg,3qqb,0.767
4bsg,3qqe,0.806
4bsg,3qqo,0.720
4bsg,3r2x,0.449
4bsg,3s11,0.379
4bsg,3s12,0.241
4bsg,3s13,0.492
4bsg,3sdy,0.335
4bsg,3sm5,1.323
4bsg,3ube,0.349
4bsg,3ubj,0.316
4bsg,3ubn,0.358
4bsg,3ubq,0.300
4bsg,3uyw,1.244
4bsg,3uyx,1.258
4bsg,3vun,0.173
4bsg,3znk,0.134
4bsg,3znl,0.110
4bsg,3znm,0.089
4bsg,3zp0,0.161
4bsg,3zp1,0.219
4bsg,3zp2,0.167
4bsg,3zp3,0.200
4bsg,3zp6,0.167
4bsg,3zpb,0.161
4bsg,3ztj,0.214
4bsg,4bgw,0.110
4bsg,4bgx,0.167
4bsg,4bgy,0.155
4bsg,4bgz,0.431
4bsg,4bh0,0.527
4bsg,4bh1,0.449
4bsg,4bh2,0.261
4bsg,4bh3,0.245
4bsg,4bh4,0.228
4bsg,4bsa,0.045
4bsg,4bsb,0.045
4bsg,4bsc,0.045
4bsg,4bsd,0.045
4bsg,4bse,0.000
4bsg,4bsf,0.045
4bsg,4bsg,0.000
4bsh,1eo8,0.200
4bsh,1ha0,0.148
4bsh,1hgd,0.110
4bsh,1hge,0.110
4bsh,1hgf,0.179
4bsh,1hgg,0.126
4bsh,1hgh,0.126
4bsh,1hgi,0.118
4bsh,1hgj,0.134
4bsh,1jsd,0.387
4bsh,1jsh,0.385
4bsh,1jsi,0.405
4bsh,1jsm,0.510
4bsh,1jsn,0.500
4bsh,1jso,0.502
4bsh,1ken,0.195
4bsh,1mql,0.089
4bsh,1mqm,0.245
4bsh,1mqn,0.232
4bsh,1qfu,0.126
4bsh,1rd8,0.490
4bsh,1ru7,0.964
4bsh,1rvt,0.518
4bsh,1rvx,1.043
4bsh,1rvz,0.875
4bsh,1ti8,0.173
4bsh,2fk0,0.245
4bsh,2hmg,0.141
4bsh,2ibx,0.228
4bsh,2viu,0.161
