p_id,p_id2,distance
AFV33742,AHZ65749,1556.0
AFV33742,ABY81821,1431.5
AFV33742,AFG99501,1370.0
AFV33742,ACY06456,1339.0
AFV33742,ABD15746,1377.0
AFV33742,ACZ53978,1332.0
AFV33742,AFH00065,1383.5
AFV33742,ACT21466,1413.0
AFV33742,AFG72735,1416.0
AFV33742,AHA98464,1366.0
AFV33742,ABD16718,1368.0
AFV33742,AFU08988,1439.0
AFV33742,AHB22615,1333.0
AFV33742,AFM93978,1471.0
AFV33742,AGM53496,1510.0
AFV33742,ADD21560,1498.0
AFV33742,ADV58880,1468.0
AFV33742,AAZ32951,1319.0
AFV33742,AHB22939,1382.0
AFV33742,AAX47525,1347.0
AFV33742,AHC69322,1557.0
AFV33742,AAT12704,1300.5
AFV33742,AFU08788,1455.0
AFV33742,ABI20958,1381.0
AFV33742,ABA43336,1361.0
AFV33742,AEX35428,1317.0
AFV33742,AFU08828,1549.0
AFV33742,ABA27440,1434.0
AFV33742,AFV33954,1362.0
AFV33742,AFG99237,1362.0
AFV33742,ACF22148,1302.0
AFV33742,ABE73115,1372.0
AFV33742,AFH53725,1476.0
AFV33742,AHL21511,1473.5
AFV33742,ABB04906,1365.0
AFV33742,AHL58744,1437.0
AFV33742,AHY95001,1547.0
AFV33742,AFP83236,1380.0
AFV33742,AGK24287,1301.0
AFV33742,AFU10043,1456.0
AFV33742,AFU10042,1384.0
AFV33742,AFM72257,1382.0
AFV33742,AAC59602,1413.0
AFV33742,AHZ65741,1550.0
AFV33742,AAX57924,1376.0
AFV33742,AHB24430,1456.0
AFV33742,AHX38310,1518.0
AFV33742,ABD61249,1320.0
AFV33742,AHA11511,1423.0
AFV33742,ABU92710,1363.0
AFV33742,AHB21195,1526.0
AFV33742,AGO00313,1333.0
AFV33742,ABB79957,1388.0
AFV33742,AFH53736,1513.0
AFV33742,AFG99347,1371.0
AFV33742,BAH98103,1371.0
AFV33742,ACE77942,1406.0
AFV33742,AHB51520,1416.5
AFV33742,ABG37230,1372.0
AFV33742,ADV58875,1511.0
AFV33742,ACU12494,1358.0
AFV33742,AFG72096,1360.0
AFV33742,ACZ53956,1365.0
AFV33742,ACV42106,1511.0
AFV33742,AAX56590,1356.0
AFV33742,AFV31487,1385.0
AFV33742,AFG72173,1361.0
AFV33742,AHB22213,1363.0
AFV33742,AAY28395,1302.0
AFV33742,AHA38263,1493.0
AFV33742,AFG99402,1370.0
AFV33742,AHW46830,1532.0
AFV33742,AGM53498,1514.0
AFV33742,AGM53491,1505.0
AFV33742,AHB51244,1463.0
AFV33742,AHB22532,1437.0
AFV33742,AIB06070,1558.0
AFV33742,ABF21269,1366.0
AFV33742,ACF36262,1378.0
AFV33742,ACE77944,1361.0
AFV33742,ADJ41816,1324.0
AFV33742,AHB22225,1442.0
AFV33742,ABJ16785,1344.0
AFV33742,AFU08944,1423.0
AFV33742,AFM71731,1366.0
AFV33742,AGB98777,1485.0
AFR75854,AEV40002,1446.5
AFR75854,AHB51172,1465.0
AFR75854,AEW25367,1437.5
AFR75854,ADV19281,1386.5
AFR75854,ADY71223,1411.0
AFR75854,ADB82656,1363.5
AFR75854,AHZ65737,1447.0
AFR75854,ABK57093,1380.5
AFR75854,ABK57092,1424.0
AFR75854,AHA38580,1440.5
AFR75854,AHH00837,1373.5
AFR75854,AGS48846,1465.0
AFR75854,ADJ38087,1343.5
AFR75854,AFZ15807,1357.5
AFR75854,AHB72834,1454.0
AFR75854,AFM46999,1428.5
AFR75854,AEJ10440,1433.5
AFR75854,ADF83497,1433.0
AFR75854,AEA48985,1436.0
AFR75854,AEA92634,1371.5
AFR75854,AFR75836,1489.0
AFR75854,AFJ78661,1457.5
AFR75854,AFQ37281,1432.5
AFR75854,AGK73290,1460.5
AFR75854,AHB21075,1432.0
AFR75854,AGG86711,1461.0
AFR75854,AGW83314,1400.5
AFR75854,AFY08044,1369.0
AFR75854,AGI52981,1448.5
AFR75854,AAL87867,1479.0
AFR75854,AGI52989,1446.5
AFR75854,AEX38474,1469.0
AFR75854,ADO34927,1488.0
AFR75854,AGF37648,1454.5
AFR75854,ACU13094,1474.5
AFR75854,AEV40049,1435.5
AFR75854,AGT18721,1381.5
AFR75854,AFH76959,1365.5
AFR75854,ACN90994,1462.0
AFR75854,ACE77927,1390.5
AFR75854,AGE83982,1546.0
AFR75854,ADW93789,1425.5
AFR75854,AFX65229,1398.5
AFR75854,ACV70734,1457.5
AFR75854,AGO86678,1430.5
AFR75854,AEP17277,1457.0
AFR75854,ACZ61118,1459.5
AFR75854,AHB20856,1439.0
AFR75854,ADL32414,1458.5
AFR75854,ADO29901,1446.5
AFR75854,AHI97714,1340.5
AFR75854,AHW46596,1364.5
AFR75854,AEO01499,1434.5
AFR75854,AHF20501,1371.5
AFR75854,AEH42785,1386.5
AFR75854,AIB06042,1464.0
AFR75854,ACZ16520,1464.5
AFR75854,BAM37808,1420.5
AFR75854,ADY80044,1396.5
AFR75854,AEF33067,1439.5
AFR75854,AHG26648,1446.5
AFR75854,ADJ18171,1399.0
AFR75854,ADM23847,1432.0
AFR75854,ADM23846,1447.0
AFR75854,AFZ77460,1429.0
AFR75854,AFM46639,1451.5
AFR75854,AGF37789,1441.0
AFR75854,ADB81439,1456.5
AFR75854,AGG86873,1447.5
AFR75854,BAM78376,1354.0
AFR75854,AGC13458,1434.5
AFR75854,AHK10669,1362.0
AFR75854,AHN19444,1448.5
AFR75854,AHB22927,1493.0
AFR75854,AGG53088,1360.5
AFR75854,AHB51328,1397.5
AFR75854,ACT33159,1447.5
AFR75854,AEH59624,1451.5
AFR75854,AGJ73386,1456.0
AFR75854,ACR81633,1466.5
AFR75854,AFB77618,1425.5
AFR75854,AHB51390,1467.0
AFR75854,AEO01598,1449.5
AFR75854,AGS08781,1476.0
AFR75854,AEM63475,1453.5
AFR75854,AHV83802,1430.5
AFR75854,AGI40726,1433.0
AFR75854,AGZ62339,1474.0
AFR75854,AEB80459,1355.5
AFR75854,ACT97067,1416.0
AFR75854,ADD96936,1446.5
AFR75854,AFN18875,1456.5
AFR75854,AGW83306,1357.5
AFR75854,AHY95104,1451.0
AFR75854,ACZ96889,1456.5
AFR75854,AAK71687,1502.0
AFR75854,AFZ15937,1466.0
AFR75854,AFU10184,1408.5
AFR75854,AFM46517,1434.5
AFR75854,AFM46518,1444.5
AFR75854,AEV40056,1430.5
AFR75854,AIA66731,1473.0
AFR75854,BAJ06679,1434.5
AFR75854,ACS71656,1463.5
AFR75854,AFH76980,1378.0
AFR75854,AFU09985,1397.5
AFR75854,ADI52836,1449.5
AFR75854,ADI52837,1445.5
AFR75854,ADI52834,1454.5
AFR75854,AGU92777,1426.5
AFR75854,ACS78026,1457.5
AFR75854,ACE77937,1561.0
AFR75854,ACE77933,1538.0
AFR75854,AHB51472,1367.0
AFR75854,AEF28999,1425.5
AFR75854,AFU08580,1360.5
AFR75854,AFP36183,1433.5
AFR75854,AIC73740,1419.5
AFR75854,AEM63500,1454.5
AFR75854,CCD31011,1455.5
AFR75854,AIA66646,1389.5
AFR75854,AGT18720,1441.5
AFR75854,AGT18723,1397.0
AFR75854,AGT18724,1382.0
AFR75854,AGJ73367,1415.5
AFR75854,ADO29908,1447.5
AFR75854,AGK73228,1460.5
AFR75854,AHJ57435,1450.5
AFR75854,ADM23842,1439.0
AFR75854,BAJ40004,1434.5
AFR75854,ADA83043,1452.5
AFR75854,AGL04595,1413.5
AFR75854,AGL04629,1416.5
AFR75854,AEI30057,1537.0
AFR75854,AAA72339,1427.0
AFR75854,AHJ57430,1436.5
AFR75854,AHJ57431,1431.5
AFR75854,BAI83388,1339.0
AFR75854,AGZ62404,1445.0
AFR75854,AHD25415,1465.0
AFR75854,AIC73834,1419.5
AFR75854,ACO07051,1421.5
AFR75854,BAG49619,1353.0
AFR75854,AFQ34729,1474.0
AFR75854,AGZ62396,1468.0
AFR75854,AHY20931,1410.0
AFR75854,ABB86946,1457.0
AFR75854,AHB51256,1426.0
AFR75854,AFF57124,1457.5
AFR75854,AHG26890,1439.5
AFR75854,ADF58349,1447.5
AFR75854,AGK72773,1445.0
AFR75854,AEI30055,1349.0
AFR75854,AGL05056,1443.5
AFR75854,AEJ82796,1430.5
AFR75854,AEJ82792,1450.5
AFR75854,ADG85233,1454.5
AFR75854,ADO14359,1437.5
AFR75854,AFB70317,1456.5
AFR75854,AFM46668,1309.0
AFR75854,AEA29595,1451.5
AFR75854,AEI30056,1407.0
AFR75854,AFE02952,1408.5
AFR75854,AHZ65637,1477.0
AFR75854,AHB21027,1400.5
AFR75854,ABY81426,1428.0
AFR75854,AEN55513,1434.5
AFR75854,AEN94886,1442.0
AFR75854,AAO65612,1406.5
AFR75854,ACF25596,1477.0
AFR75854,BAG49742,1391.0
AFR75854,AHB23011,1471.0
AFR75854,BAI94576,1440.5
AFR75854,AHB21448,1483.0
AFR75854,AAL29715,1471.0
AFR75854,AGE84002,1441.0
AFR75854,AAL87868,1368.0
AFR75854,AGB98447,1382.5
AFR75854,AEZ01103,1383.0
AFR75854,AEZ01107,1433.5
AFR75854,ABG34254,1455.0
AFR75854,AHD25066,1361.5
AFR75854,ADR01746,1452.5
AFR75854,AHX38144,1442.5
AFR75854,AGI02406,1460.0
AFR75854,AEW25590,1438.5
AFR75854,AAF87284,1353.0
AFR75854,AAF87283,1439.0
AFR75854,AFI62151,1478.0
AFR75854,AHB21712,1388.0
AFR75854,AIB06034,1449.5
AFR75854,ACU80014,1394.5
AFR75854,AHW46624,1477.0
AFR75854,AFL56810,1378.0
AFR75854,AHB21628,1457.0
AFR75854,AFH76964,1467.0
AFR75854,ABQ42444,1499.0
AFR75854,BAI83395,1356.0
AFR75854,BAI83396,1350.0
AFR75854,AGA19235,1445.5
AFR75854,AHB22579,1405.5
AFR75854,AHB23117,1372.5
AFR75854,AEO01612,1453.5
AFR75854,AIC73827,1444.5
AFR75854,AHB23664,1479.0
AFR75854,AGI54182,1420.5
AFR75854,AGZ62388,1453.0
AFR75854,AHB22687,1380.5
AFR75854,AGA19305,1442.5
AFR75854,ADY70986,1446.0
AFR75854,AIC73767,1432.5
AFR75854,ADB89281,1461.5
AFR75854,AGK24463,1446.0
AFR75854,ACX36501,1455.5
AFR75854,ADT64317,1354.0
AFR75854,AEJ82788,1455.5
AFR75854,ADP05204,1304.5
AFR75854,BAK23275,1364.0
AFR75854,AHY84466,1453.5
AFR75854,AEX30519,1354.5
AFR75854,AEW25528,1423.5
AFR75854,AFM93986,1460.0
AFR75854,AFL56787,1360.5
AFR75854,ADG85225,1446.5
AFR75854,ADM23851,1454.5
AFR75854,AEA29582,1416.0
AFR75854,AEX30517,1451.5
AFR75854,AHA57090,1445.5
AFJ19065,AEX35120,1451.0
AFJ19065,ABD95031,1436.0
AFJ19065,AFU08884,1622.0
AFJ19065,AGF68987,1509.0
AFJ19065,AFR76696,1357.0
AFJ19065,AFU09933,1583.0
AFJ19065,AHC69370,1510.0
AFJ19065,ADN89270,1455.0
AFJ19065,ABD15258,1329.0
AFJ19065,ABD60955,1431.0
AFJ19065,ABS71668,1464.0
AFJ19065,ADT78936,1339.0
AFJ19065,ABW81507,1369.0
AFJ19065,ABP49481,1335.5
AFJ19065,AFR75892,1479.0
AFJ19065,AGK24455,1586.0
AFJ19065,AHY20935,1530.0
AFJ19065,AHZ65761,1383.5
AFJ19065,ABS71672,1454.0
AFJ19065,AHZ65769,1532.0
AFJ19065,AFJ78364,1472.0
AFJ19065,AHB59452,1527.0
AFJ19065,AAP60037,1426.0
AFJ19065,AGG53738,1540.0
AFJ19065,CAC18524,1375.0
AFJ19065,ABS00315,1417.0
AFJ19065,AEZ54197,1564.0
AFJ19065,AFO64802,1470.0
AFJ19065,AFN06490,1453.0
AFJ19065,AFJ76186,1455.0
AFJ19065,AGN69613,1357.0
AFJ19065,AHG26737,1535.0
AFJ19065,AEN68581,1324.0
AFJ19065,AHW46681,1557.0
AFJ19065,ACA33752,1455.0
AFJ19065,AFO64868,1416.0
AFJ19065,AFR76471,1377.0
AFJ19065,ABO38340,1386.0
AFJ19065,AHI43338,1559.5
AFJ19065,ACL79904,1436.0
AFJ19065,AHB23035,1451.0
AFJ19065,AFX65259,1589.0
AFJ19065,AFX65251,1591.0
AFJ19065,AFO66147,1372.0
AFJ19065,ACZ81556,1473.0
AFJ19065,AHZ65725,1557.0
AFJ19065,ABI20870,1421.0
AFJ19065,AEF33066,1443.5
AFJ19065,AET84295,1454.0
AFJ19065,ABB82216,1447.5
AFJ19065,AHW83238,1602.0
AFJ19065,ADV69097,1456.0
AFJ19065,ABI21519,1462.0
AFJ19065,ADV69091,1443.0
AFJ19065,ADV69090,1469.0
AFJ19065,AGU69932,1436.0
AFJ19065,AFI62138,1592.0
AFJ19065,AFM46633,1446.0
AFJ19065,AGG86729,1550.0
AFJ19065,ABO32992,1377.0
AFJ19065,AAD05218,1377.0
AFJ19065,ACJ73766,1455.0
AFJ19065,ABD61735,1324.0
AFJ19065,AEO91779,1453.0
AFJ19065,AHD25285,1510.0
AFJ19065,ADC45813,1457.0
AFJ19065,AHY95005,1588.0
AFJ19065,AFM46856,1404.0
AFJ19065,AGZ61736,1455.0
AFJ19065,ACI45446,1444.0
AFJ19065,AHB23071,1446.0
AFJ19065,AGI55453,1451.0
AFJ19065,AAD05216,1328.0
AFJ19065,AAD05217,1359.0
AFJ19065,AFU08704,1602.0
AFJ19065,AFZ15893,1565.0
AFJ19065,AHD25046,1533.5
AFJ19065,AFI62127,1580.0
AFJ19065,AEX34650,1465.0
AFJ19065,CCQ71983,1317.0
AFJ19065,ACM51329,1448.0
AFJ19065,AFR76539,1334.0
AFJ19065,AFI44374,1586.0
AFJ19065,AFO83000,1592.0
AFJ19065,AGQ47776,1333.0
AFJ19065,AEQ38190,1465.0
AFJ19065,ABI95261,1469.0
AFJ19065,AHZ65657,1385.5
AFJ19065,AGK62683,1512.0
AFJ19065,AEQ38195,1474.0
AFJ19065,ADU85894,1328.5
AFJ19065,ADU85891,1309.0
AFJ19065,ADU85893,1312.0
AFJ19065,AEN68577,1303.0
AFJ19065,AGS41692,1570.0
AFJ19065,AFV53260,1337.0
AFJ19065,AEO91855,1547.0
AFJ19065,AFU10181,1590.0
AFJ19065,AFM46519,1434.0
AFJ19065,ABD79101,1321.0
AFJ19065,ADV69106,1445.5
AFJ19065,ACM17265,1454.0
AFJ19065,ACA33732,1442.0
AFJ19065,AFR76783,1319.0
AFJ19065,AGR45311,1490.0
AFJ19065,AFQ90529,1398.0
AFJ19065,ABW39883,1449.0
AFJ19065,AFW16001,1466.0
AFJ19065,ADV69079,1445.5
AFJ19065,AHY84544,1450.0
AFJ19065,ACI32741,1490.0
AFJ19065,AHA57155,1565.0
AFJ19065,AHW46580,1552.0
AFJ19065,AEA73584,1447.0
AFJ19065,ABW40114,1456.0
AFJ19065,AEX34768,1429.5
AFJ19065,AHG26596,1521.0
AFJ19065,ADD21467,1472.0
AFJ19065,AFM46642,1498.0
AFJ19065,AIB06050,1585.0
AFJ19065,AFN66856,1565.0
AFJ19065,AIA24435,1480.5
AFJ19065,AGM16027,1472.0
AFJ19065,BAA02768,1421.0
AFJ19065,ABI20826,1340.0
AFJ19065,AFU08812,1573.0
AFJ19065,AFU08816,1598.0
AFJ19065,AGI41250,1522.0
AFJ19065,ACB11782,1446.0
AFJ19065,AHB22843,1492.0
AFJ19065,AHB22963,1459.0
AFJ19065,AEP32455,1470.0
AFJ19065,ABS53372,1347.0
AFJ19065,AHZ65633,1508.0
AFJ19065,AFO64835,1438.0
AFJ19065,ADC45670,1445.0
AFJ19065,AHH25330,1567.0
AFJ19065,AAK70452,1455.5
AFJ19065,AAK70456,1477.0
AFJ19065,AAK70454,1448.5
AFJ19065,ABD59847,1422.0
AFJ19065,AHJ02873,1586.0
AFJ19065,AEW31134,1621.0
AFJ19065,AEX33924,1464.0
AFJ19065,ACU44395,1438.0
AFJ19065,AGC13633,1534.0
AFJ19065,AHB22342,1452.0
AFJ19065,ADK26592,1455.0
AFJ19065,ACA28846,1455.0
AFJ19065,ABB03134,1487.0
AFJ19065,AEO01709,1449.0
AFJ19065,AEP17078,1591.0
AFJ19065,AEP17073,1426.0
AFJ19065,AFR75914,1379.0
AFJ19065,AFR76344,1355.0
AFJ19065,AFM46643,1498.5
AFJ19065,ABW91526,1452.0
AFJ19065,AFC98273,1391.5
AFJ19065,AFC98271,1403.5
AFJ19065,AFI62139,1538.0
AFJ19065,AHB21700,1457.0
AFJ19065,AFU08908,1564.0
AFJ19065,AGN69629,1370.0
AFJ19065,ABD79112,1341.0
AFJ19065,AFO65016,1490.0
AFJ19065,AHM24143,1546.0
AFJ19065,ABN51066,1410.0
AFJ19065,AEN94876,1422.0
AFJ19065,AFV31477,1559.0
AFJ19065,AGX00886,1539.0
AFJ19065,AHG26717,1566.0
AFJ19065,AFU08956,1603.0
AFJ19065,AFM46852,1384.5
AFJ19065,AGL07472,1317.0
AFJ19065,AFU10169,1594.0
AFJ19065,AFM46839,1530.0
AFJ19065,AGG12643,1383.5
AFJ19065,ACB11812,1442.0
AFJ19065,AGY14421,1560.5
AFJ19065,ABO38362,1402.0
AFJ19065,CAA91080,1339.5
AFJ19065,ACN33090,1449.0
AFJ19065,AGZ62363,1579.0
AFJ19065,AFR76173,1371.0
AFJ19065,ABF21276,1431.0
AFJ19065,AFX65236,1593.5
AFJ19065,ACZ05568,1455.0
AFJ19065,ACU44406,1449.0
AFJ19065,ADV69078,1575.0
AFJ19065,AHA57131,1553.0
AFJ19065,AHB21219,1512.0
AFJ19065,ABW81532,1489.0
AFJ19065,AFP36088,1583.0
AFJ19065,AGM16031,1613.0
AFJ19065,AGB84989,1554.0
AFJ19065,AHG26632,1505.0
AFJ19065,ADN92778,1431.5
AFJ19065,AFI62154,1389.5
AFJ19065,AIB06038,1469.0
AFJ19065,ABA08508,1468.0
AFJ19065,BAN14742,1426.0
AFJ19065,ABS53363,1304.0
AFJ19065,ADG85794,1449.0
AFJ19065,ACU44038,1469.0
AFJ19065,ADC45659,1441.0
AFJ19065,AGU69969,1574.0
AFJ19065,ABO52280,1352.5
AFJ19065,AIB06082,1540.5
AFJ19065,ACB36678,1438.5
AFJ19065,ADW10721,1457.0
AFJ19065,ADR51662,1335.0
AFJ19065,ACF41933,1424.0
AFJ19065,ADR51669,1323.0
AFJ19065,ADR51668,1324.0
AFJ19065,AFR76396,1331.0
AFJ19065,ADO65971,1463.0
AFJ19065,ACU44361,1441.0
AFJ19065,AAP34322,1431.0
AFJ19065,ADT78908,1346.0
AFJ19065,AFR76498,1320.0
AFJ19065,AHG26608,1542.0
AFJ19065,AGH30710,1553.0
AFJ19065,AFM46659,1489.0
AFJ19065,AFM46654,1540.0
AFJ19065,ADP05208,1553.0
AFJ19065,ACU43765,1444.0
AFJ19065,AFU08860,1540.0
AFJ19065,AGN69593,1578.0
AFJ19065,ADX31845,1335.5
AFJ19065,AGO59894,1490.0
AFJ19065,AEA29580,1452.0
AFJ19065,AHB21460,1435.0
AFJ19065,ABD59849,1342.0
AFJ19065,ABD59848,1462.0
AFJ19065,ABO32981,1371.0
AAM75158,ABD95031,1305.0
AAM75158,ABO38373,1419.5
AAM75158,AFR76696,1325.5
AAM75158,ABD15258,1328.0
AAM75158,ABD60955,1335.0
AAM75158,ADT78936,1384.5
AAM75158,ABW81507,1314.5
AAM75158,ABO38384,1476.0
AAM75158,ABP49481,1362.5
AAM75158,AFJ78364,1318.5
AAM75158,CAA24272,1591.0
AAM75158,CAC18524,1344.5
AAM75158,ABS00315,1341.5
AAM75158,AFO64802,1328.0
AAM75158,ABP49327,1435.0
AAM75158,ACA33752,1313.0
AAM75158,AFO64868,1316.0
AAM75158,AGO00337,1629.0
AAM75158,AFR76471,1347.5
AAM75158,ABO38340,1365.5
AAM75158,AHB23035,1306.0
AAM75158,AFO66147,1311.5
AAM75158,ABI20870,1334.0
AAM75158,AEF33066,1309.0
AAM75158,ABB82216,1320.0
AAM75158,ADV69097,1306.5
AAM75158,ABI21519,1305.5
AAM75158,ADV69091,1314.5
AAM75158,ADV69090,1308.0
AAM75158,ABO32992,1362.5
AAM75158,AAD05218,1325.5
AAM75158,ABD61735,1351.0
AAM75158,AEO91779,1331.0
AAM75158,AGZ61736,1303.0
AAM75158,AHB23071,1311.5
AAM75158,AAD05216,1322.5
AAM75158,AAD05217,1319.5
AAM75158,ACV49556,1444.0
AAM75158,AEX34650,1317.0
AAM75158,AGQ47776,1387.5
AAM75158,ABI95261,1312.5
AAM75158,ADU85894,1306.5
AAM75158,AFV53260,1311.5
AAM75158,ABD79101,1467.0
AAM75158,ACM17265,1329.0
AAM75158,ABW39883,1304.5
AAM75158,ACI32741,1309.0
AAM75158,ABW40114,1311.0
AAM75158,ADD21467,1313.0
AAM75158,BAA02768,1322.5
AAM75158,ABI20826,1393.5
AAM75158,ABS53372,1327.0
AAM75158,AFO64835,1312.5
AAM75158,AAK70452,1312.0
AAM75158,AAK70456,1330.0
AAM75158,AAK70454,1305.0
AAM75158,ABD59847,1306.5
AAM75158,AAA92280,1388.0
AAM75158,AGQ47740,1390.0
AAM75158,AHB22342,1300.5
AAM75158,ADK26592,1303.5
AAM75158,ABB03134,1321.0
AAM75158,ABF21278,1383.0
AAM75158,AAD17229,1345.0
AAM75158,AEP17073,1304.5
AAM75158,AFR75914,1305.5
AAM75158,AFR76344,1304.5
AAM75158,ABW91526,1305.0
AAM75158,AFC98273,1307.5
AAM75158,ABD79112,1375.0
AAM75158,AFO65016,1305.5
AAM75158,ABN51066,1305.5
AAM75158,BAA00718,1376.0
AAM75158,ABD62843,1433.0
AAM75158,ABO38362,1364.5
AAM75158,CAA91081,1624.0
AAM75158,CAA91080,1351.0
AAM75158,ACN33090,1304.5
AAM75158,AFR76173,1332.0
AAM75158,ABF21276,1307.5
AAM75158,AHB21219,1309.0
AAM75158,ABW81532,1307.0
AAM75158,ABO38351,1492.5
AAM75158,ABO52280,1339.5
AAM75158,ACB36678,1306.5
AAM75158,ADR51662,1331.5
AAM75158,ACF41933,1328.0
AAM75158,ACF41834,1609.0
AAM75158,AEG64762,1367.0
AAM75158,AFR76396,1329.5
AAM75158,AAP34322,1315.5
AAM75158,ADT78908,1344.5
AAM75158,AFM68954,1388.0
AAM75158,AHB21460,1331.0
AAM75158,ABD59849,1326.0
AAM75158,ABD59848,1307.5
AAM75158,ABO32981,1377.0
AEX35120,ABD95031,1560.0
AEX35120,AFU08884,1472.0
AEX35120,AGF68987,1428.0
AEX35120,ABO38373,1304.5
AEX35120,AFR76696,1386.0
AEX35120,AFU09933,1446.0
AEX35120,AHC69370,1450.0
AEX35120,ADN89270,1608.0
AEX35120,ABD15258,1321.0
AEX35120,ABD60955,1476.0
AEX35120,ABS71668,1589.0
AEX35120,ADT78936,1347.0
AEX35120,ABW81507,1436.0
AEX35120,ABP49481,1331.0
AEX35120,AFR75892,1518.0
AEX35120,AGK24455,1457.0
AEX35120,AHY20935,1414.0
AEX35120,AHZ65761,1429.5
AEX35120,ABS71672,1600.0
AEX35120,AHZ65769,1458.0
AEX35120,AFJ78364,1534.0
AEX35120,AHB59452,1423.0
AEX35120,AAP60037,1468.0
AEX35120,AGG53738,1425.0
AEX35120,CAC18524,1400.0
AEX35120,ABS00315,1456.0
AEX35120,AEZ54197,1433.0
AEX35120,AFO64802,1537.0
AEX35120,AFN06490,1530.0
AEX35120,AFJ76186,1625.0
AEX35120,AGN69613,1406.0
AEX35120,AHG26737,1412.0
AEX35120,ABP49327,1302.0
AEX35120,AEN68581,1333.0
AEX35120,AHW46681,1437.0
AEX35120,ACA33752,1573.0
AEX35120,AFO64868,1465.0
AEX35120,AFR76471,1396.0
AEX35120,ABO38340,1405.0
AEX35120,AHI43338,1430.5
AEX35120,ACL79904,1542.0
AEX35120,AHB23035,1557.0
AEX35120,AFX65259,1462.0
AEX35120,AFX65251,1464.0
AEX35120,AFO66147,1448.0
AEX35120,ACZ81556,1610.0
AEX35120,AHZ65725,1454.0
AEX35120,ABI20870,1492.0
AEX35120,AEF33066,1529.0
AEX35120,AET84295,1621.0
AEX35120,ABB82216,1562.5
AEX35120,AHW83238,1477.0
AEX35120,ADV69097,1479.0
AEX35120,ABI21519,1514.0
AEX35120,ADV69091,1515.0
AEX35120,ADV69090,1557.0
AEX35120,AGU69932,1585.0
AEX35120,AFI62138,1454.0
AEX35120,AFM46633,1484.0
AEX35120,AGG86729,1433.0
AEX35120,ABO32992,1394.0
AEX35120,AAD05218,1378.0
AEX35120,ACJ73766,1626.0
AEX35120,ABD61735,1306.0
AEX35120,AEO91779,1567.0
AEX35120,AHD25285,1403.5
AEX35120,ADC45813,1614.0
AEX35120,AHY95005,1461.0
AEX35120,AFM46856,1489.0
AEX35120,AGZ61736,1610.0
AEX35120,ACI45446,1590.0
AEX35120,AHB23071,1507.0
AEX35120,AGI55453,1604.0
AEX35120,AAD05216,1370.0
AEX35120,AAD05217,1380.0
AEX35120,AFU08704,1469.0
AEX35120,AFZ15893,1422.0
AEX35120,AHD25046,1398.5
AEX35120,AFI62127,1445.0
AEX35120,AEX34650,1573.0
AEX35120,CCQ71983,1301.0
AEX35120,ACM51329,1617.0
AEX35120,AFR76539,1319.0
AEX35120,AFI44374,1441.0
AEX35120,AFO83000,1461.0
AEX35120,AGQ47776,1347.0
AEX35120,AEQ38190,1600.0
AEX35120,ABI95261,1521.0
AEX35120,AHZ65657,1477.5
AEX35120,AGK62683,1414.0
AEX35120,AEQ38195,1605.0
AEX35120,ADU85894,1351.0
AEX35120,ADU85891,1303.0
AEX35120,ADU85893,1302.0
AEX35120,AEN68577,1311.0
AEX35120,AGS41692,1429.0
AEX35120,AFV53260,1320.0
AEX35120,AEO91855,1478.0
AEX35120,AFU10181,1470.0
AEX35120,AFM46519,1512.0
AEX35120,ABD79101,1338.0
AEX35120,ADV69106,1446.0
AEX35120,ACM17265,1562.0
AEX35120,ACA33732,1621.0
AEX35120,AFR76783,1343.5
AEX35120,AGR45311,1437.0
AEX35120,AFQ90529,1450.5
AEX35120,ABW39883,1567.0
AEX35120,AFW16001,1495.0
AEX35120,ADV69079,1457.0
AEX35120,AHY84544,1612.0
AEX35120,ACI32741,1557.0
AEX35120,AHA57155,1447.0
AEX35120,AHW46580,1429.0
AEX35120,AEA73584,1608.0
AEX35120,ABW40114,1568.0
AEX35120,AEX34768,1579.5
AEX35120,AHG26596,1433.0
AEX35120,ADD21467,1558.0
AEX35120,AFM46642,1440.0
AEX35120,AIB06050,1424.0
AEX35120,AFN66856,1430.0
AEX35120,AIA24435,1413.5
AEX35120,AGM16027,1394.0
AEX35120,BAA02768,1492.0
AEX35120,ABI20826,1348.0
AEX35120,AFU08812,1432.0
AEX35120,AFU08816,1446.0
AEX35120,AGI41250,1406.0
AEX35120,ACB11782,1618.0
AEX35120,AHB22843,1537.0
AEX35120,AHB22963,1524.0
AEX35120,AEP32455,1609.0
AEX35120,ABS53372,1358.5
AEX35120,AHZ65633,1437.0
AEX35120,AFO64835,1483.0
AEX35120,ADC45670,1620.0
AEX35120,AHH25330,1470.0
AEX35120,AAK70452,1539.5
AEX35120,AAK70456,1562.0
AEX35120,AAK70454,1532.5
AEX35120,ABD59847,1467.0
AEX35120,AHJ02873,1472.0
AEX35120,AEW31134,1473.0
AEX35120,AEX33924,1589.0
AEX35120,ACU44395,1599.0
AEX35120,AGC13633,1441.0
AEX35120,AHB22342,1512.0
AEX35120,ADK26592,1499.0
AEX35120,ACA28846,1625.0
AEX35120,ABB03134,1554.0
AEX35120,AEO01709,1628.0
AEX35120,AEP17078,1451.0
AEX35120,AEP17073,1407.0
AEX35120,AFR75914,1415.0
AEX35120,AFR76344,1371.0
AEX35120,AFM46643,1383.5
AEX35120,ABW91526,1570.0
